Cur.0.80.1000 1 2862
Cur.0.80.1000 10 15553
Cur.0.80.1000 50 42520
Cur.0.80.1000 100 44530
Cur.0.80.1000 500 189259
Cur.0.80.1000 1000 261181
Cur.0.80.1000 10000 525353
